,subject,sentence
342, תוצאות ,"תוצאות ההצלחה המוקדמת נמחקו במהירות בעקבות התקפת נגד גרמנית
"
343, מרכזים ,"בנוסף המרכזים השונים בארץ מקיימים מחנות אימונים אחת לכמה חודשים
"
345, בודהיזם  חמישית ,"הבודהיזם התפשט מהודו מזרחה והגיע ליפן בדרך המשי במאה החמישית
"
346, עיתון ,"העיתון יצא בתחילה באנגלית ולאחר מכן בצרפתית ולבסוף גם בעברית
"
347, היא ,"הפקולטה בחינוך ידועה בניסיון ההוראה הרב שהיא מעניקה לסטודנטים שלה
"
348, רשות ,"הרשות המחוקקת לרוסיה פרלמנט דו ביתי הנקרא בשם האסיפה הפדרלית
"
349, ממשלת ,"כמו כן החלה ממשלת ישראל בהקמת יישובים ישראליים בשטחים שנכבשו
"
350, לוגיקה ,"אפשר לגשת לתהליך ההוכחה במספר דרכים אבל הלוגיקה הבסיסית נשארת
"
351, בדוק ,"בדוק בבקשה במדיניות המחיקה המהירה ויקיפדיה לא מבצעת מחקר ראשוני
"
353, ממלכה ,"הממלכה המאוחדת מלך מלכה מונרכיה חוקתית ממלכת חבר העמים הבריטי
"
354, סמל  סמל ,"הסמל הינו הסמל העתיק ביותר בממלכה המאוחדת מחוץ לשטח בריטניה
"
355, שימוש ,"השימוש במונח ככזה מקובל בעיקר בקרב גורמי ימין בפוליטיקה הישראלית
"
356, הן  חלקות ,"חלק מהן היו חלקות חקלאיות גדולות בבעלות הקרן הקיימת לישראל
"
357, הסתדרות ,"כיצד סייעה ההסתדרות הציונית העולמית לעליית ביתא ישראל לארץ ישראל
"
359, קישורים ,"קישורים חיצוניים החוק עצמו באתר רשות ניירות הערך הערך האמריקאית
"
360, שחקנים  חלקם ,"בקבוצה גדלו שחקנים רבים שחלקם הפכו לשחקנים מובילים בקריירת הבוגרים
"
361, אתר ,"האתר פרסם מספר ידיעות חשובות לפני שהתפרסמו בכלי תקשורת אחרים
"
362, דיונים  טעם ,"הדיונים התקיימו במהלך החודש האחרון ואין טעם להוסיף דיונים חדשים
"
363, הוא  הבדל ,"הוא מועמד לקבלת מועמדות המפלגה הרפובליקנית לנשיאות ארה""ב יש הבדל
"
364, ו ,"עשר שנים לאחר מכן נפטר בוושינגטון ונקבר בקתדרלה הלאומית בעיר
"
366, כולם ,"יתכן כמובן שכולם שגויים והכוונה לכל הערכים הכחולים המופיעים בערך
"
367, אוניברסיטה ,"בעקבות ההפגנות הסכימה האוניברסיטה לקבל שתיים מתוך שלוש דרישות המפגינים
"
368, הרקולס  מאה ,"הרקולס במיתולוגיה היוונית פסל ברונזה של הרקולס מהמאה השניה לפנה""ס
"
371, חפץ ,"לצד כל חפץ מסופר על המשפחה וכיצד החפץ הגיע למוזיאון
"
372, אנסה  זאת ,"אנסה להעביר ויקיזציה ואולי קצת לצמצם וזאת בימים הקרובים
"
373, רבי ,"רבי מנחם מנדל שניאורסון הצמח צדק חתנו של אדמו""ר האמצעי
"
377, יומי ,"מאז יומי הראשון בויקיפדיה לא הצלחתי להבין שניים וחצי חברים
"
378, ישראל ,"מבחינה זאת ישראל נמצאת במצב בינלאומי מצוין כמעט כמו מעצמה
"
379, נוסח ,"במספר מהדורות דפוס חדשות שיצאו לאחרונה שוחזר הנוסח המקורי
"
381, של  מנצ סטר ,"היית של מנצ'סטר יונייטד בצבע אדום שוחררה בממלכה המאוחדת
"
382, קישורים ,"קישורים חיצוניים טורפים בעולם הצמחים מאמר מאת פרופ' דן יואל
"
383, מונחים ,"ראו גם מונחים בסוציולוגיה קישורים חיצוניים על מודל הסמכות השלמה
"
384, שם ,"שם הערך בעד להעביר לשם הרווח בציבור צומת הגבעה הצרפתית
"
386, אני ,"אני גם אוהב לצפות בתוכניות טלוויזיה במיוחד במשחקי כדורגל
"
387, זהו  כתיב ,"בכל אופן זהו הכתיב המקובל בספרות המקצועית גם מחוץ לויקיפדיה
"
389, החלטה  הצבעה ,"ההחלטה התקבלה אחרי ההצבעה בפרלמנט אז צריך לכבד גם אותה
"
390, טענה  זה ,"הטענה היחידה היתה שזה צריך להיות כחלק מהערך הפצצת גוגל
"
391, הבוט ,"כמו כן ממליץ שהבוט יכתוב קישור למדיניות החדשה בתקציר העריכה
"
392, חסינות  גרועים ,"אבל לא חסינות מוחלטת גרועים במיוחד הועברו למרחב שמות המשתמשים
"
393, ו ,"אוכלוסיות נוספות הנמצאות בסיכון הן מגדלי צאן וכן עובדי מעבדה
"
394, אורכו ,"אורכו של הערך בדיוק כפי שהיית מצפה מערך מעמיק באנציקלופדיה
"
395, שנה ,"באותה שנה זומן לראשונה לנבחרת ישראל למשחק החוץ נגד סקוטלנד
"
398, הוא  ו ,"הוא הרבה לנסוע ולמד באוניברסיטאות שונות בארצות הברית ומחוצה לה
"
399, רעיון  הצעה ,"הוספתי לאחר התנגשות עריכה הרעיון הבסיסי טוב ההצעה הספציפית לא
"
400, יהודים ,"יהודים שתומכים במדינת כלל אזרחיה נחשבים לשמאל הקיצוני ביותר
"
403, ו  אני ,"לידיעתך פתחתי עליו הצבעת מחיקה ואני מניח שתרצה להשתתף בה
"
406, ערכים ,"ראה הערכים המומלצים משקפים שלוש וחצי שנים של פעילות בוויקיפדיה
"
408, מספר ,"בהמשך הצטרפו עוד מספר חברים בוגרי גרעיני נח""ל נוספים ואחרים
"
409, גידול  הוא ,"הגידול במספר הקצרמרים הוא ללא כל פרופורציה לכמות הערכים הטובים
"
410, מדיניות ,"המדיניות בוויקיפדיה היא שימוש בתאריך גרגוריאני כמקובל גם מחוצה לה
"
411, ספר ,"הספר נחשב לאחד הספרים המצליחים ביותר שנכתבו מאז ומעולם
"
412, צבא ,"הצבא האירי הרפובליקני החל בו זמנית במלחמת גרילה נגד בריטניה
"
413, זמן  משפחה ,"זמן קצר לאחר לידת התאומים המשפחה עברה להתגורר בלוס אנג'לס
"
414, חבל  עורכים ,"חבל שישנם עורכים שאינם מאפשרים לייצור קישור חיצוני לאתרים אלו
"
415, התנגדות ,"כלומר ההתנגדות החשמלית שלהם קבועה ללא כל תלות בתנאים חיצוניים
"
416, היכן ,"לגבי הגדרת העיצוב של הטבלה היכן משתמשים בצבעים האלו בכלל
"
418, הפרה ,"לכאורה יש כאן הפרה של הכללים הנוגעים לקישורים חיצוניים בויקיפדיה
"
419, גידול ,"מתחילת פעילותה של חטיבת התחבורה קיים גידול מתמיד במספר הנוסעים
"
422, קישורים ,"קישורים חיצוניים ספרו שו""ת אבני קודש להורדה מאתר ספריה וירטואלית
"
423, ערך ,"אכן הערך האיטלקי היווה מבחינתי כמקור חשוב ואפשר להגיד ראשוני
"
424, אתה ,"אתה יכול להכנס לפורום הקראים ולראות בעצמך שמדובר באש פיזית
"
425, מכללה ,"באנגליה מכללה בשמה הלועזי קולג' היא יחידה אקדמית בתוך אוניברסיטה
"
426, דבר ,"בהמשך ארחיב בנושא משפחת הלבנים ואז הדבר ייראה יותר משמעותי
"
429, חבר  ו ,"החבר הראשון והיחיד מישראל בוועד הבינלאומי הינו אלכס גלעדי
"
430, טרול ,"הטרול פעל בוויקיפדיה העברית במשך חמישה חודשים לערך ואז נתפס
"
431, ממלכה ,"הממלכה המאוחדת שוכנת בין צפון האוקיינוס האטלנטי לים הצפוני
"
432, כול ,"כך כולנו ביחד תורמים בהתנדבות לידע האנושי וכותבים אנציקלופדיה
"
433, דרך ,"לאחר הזכייה ההישג ההיסטורי ובמיוחד הדרך בה הושג עוררו מחלוקת
"
437, סיבוב ,"סיבוב פרידה אחרון נערך במקסיקו ונצואלה צ'ילה ולבסוף בארגנטינה
"
439, פנסילבניה ,"פנסילבניה היא המדינה השישית בגודלה בארצות הברית מבחינה התוצר שלה
"
440, ו ,"רק לאחר הכיבוש הצרפתי הוסרו החומות והעיר החלה להתפתח דרומה
"
441, תוצאות ,"תוצאות הבחירות לכנסת הרביעית באתר המכון הישראלי לדמוקרטיה
"
442, מילים  הכנה ,"אין מילים להערכתי הכנה המשך חופשה מהנה ובהצלחה בקבלת התואר
"
443, אני  זמן ,"אני כל הזמן מחפשת ארכאולוגים שיכתבו מאמרים על החפירות שלהם
"
445, ציד ,"בניגוד לדעה הרווחת ציד המכשפות היה קטן יחסית בימי הביניים
"
446, תושבים ,"בתחילה התנגדו התושבים לבניית המרכז המסחרי בעיקר מסיבות של רעש
"
447, ארבעה ,"הארבעה השתייכו לארגון החזית לשחרור פלסטין בהנהגתו של אבו עבאס
"
448, ארגון ,"הארגון מנוהל על ידי מועצת מנהלים בינלאומי היושב בז'נבה שווייץ
"
449, הוא ,"הוא היה אחד המנהיגים המעטים שנשארו בבודפשט להמשך פעולות ההצלה
"
450, מתחם ,"המתחם הממוקם באזור גרסיה על גבעת אל כרמל בברצלונה שבספרד
"
451, תזה ,"התזה שלו עסקה בתפקידו של הקצין הצבאי בקביעת המדיניות הלאומית
"
